names,described as,image 1,image 2
"Picket House Furnishings Emery Upholstered Platform Bed, Teal, Full","['accent', 'bed', 'Bedroom', 'contemporary', 'eucalyptus', 'fabric', 'midcentury', 'modern', 'nailhead', 'platform', 'upholstered', 'wood']",https://st.hzcdn.com/fimgs/4db19bc6094aa19a_3412-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/1f61a846094aa19d_3412-w65-h65-b1-p0--.jpg
"Melanie Full Tufted Button Upholstered Velvet Platform Bed, Sea Blue","['accent table', 'bar stool', 'bed', 'chandelier', 'coffeetable', 'counter stool', 'dining chair', 'dining set', 'dining table', 'faux leather chair', 'foam bed', 'full beds', 'headboard', 'home accent', 'home decor', 'lounge chair', 'mdf bed', 'mod-5819-sea', 'modway', 'office chair', 'patio chair', 'patio dining set', 'pendant light', 'sea blue bed', 'side chair', 'sofa set', 'tv stand', 'wall sconce', 'wood bed', 'wood dining table']",https://st.hzcdn.com/fimgs/0da1ea4d0ce6cf40_0743-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/c7c1d6700ce6cf3d_4830-w65-h65-b1-p0--.jpg
"Novogratz Francis Farmhouse Metal Bed, Dusty Green, Queen","['bed', 'farmhouse', 'metal', 'rustic']",https://st.hzcdn.com/fimgs/7e61ed990e139cd8_6948-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/9d6171a70e139cd9_1390-w65-h65-b0-p0--.jpg
"Carrillo Upholstered Bed, Charcoal Gray, Queen","['Adjustable Beds', 'bed', 'bed bases', 'bed frame', 'bedding set', 'beds that last', 'double bed', 'fabric bed', 'headboard', 'headboard for bed', 'headboards for beds', 'leather bed', 'mattress', 'modern bed', 'padded', 'padded headboard', 'panel headboard', 'strong bed', 'upholstered', 'upholstered headboard', 'upholstery', 'wood bed']",https://st.hzcdn.com/fimgs/ad01312d0e91005c_1024-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/cfe1d4800e91005d_4870-w65-h65-b0-p0--.jpg
"Biscuit Tufted Platform King Storage Bed, Fog Gray, Gray, King","['contemporary', 'fashion beds', 'gray', 'king', 'uph beds', 'upholstered']",https://st.hzcdn.com/fimgs/d3211d8b0f0cfb26_3535-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/4cc12aea0f0cfb27_4303-w65-h65-b1-p0--.jpg
Aviator Velvet Sofa - Navy,"['641676978868', '89.4""w x 36""d x 27.55""h', 'acrylic', 'aviator grey velvet sofa', 'aviator navy velvet sofa', 'aviator sofa', 'aviator velvet sofa', 'blue sofa', 'cc-67', 'chair', 'chaise', 'couch', 'grey sofa', 'indoor', 'loveseat', 'modern sofa', 'navy', 'navy sofa', 'set', 'sofa', 'SofaMania', 'tf-tov-s101', 'tf-tov-s86', 'tov aviator sofa', 'tov sofa', 'tov-s101', 'transparent', 'velvet']",https://st.hzcdn.com/fimgs/6e515bfd09c4543b_8724-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/efa19ff609c45446_8724-w65-h65-b1-p0--.jpg
Divani Casa Spruce Modern Red Velvet Sofa,"['curved', 'hidden frame', 'red', 'red velvet', 'sofa', 'upholstery', 'velvet']",https://st.hzcdn.com/fimgs/a731cb160e53963e_1248-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/9701f0f40ecb9c8c_1248-w65-h65-b0-p0--.jpg
2100 Curved Sofa,[],https://st.hzcdn.com/fimgs/66a10df40e346906_6063-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/05c1c3360e2f1b4c_2338-w65-h65-b0-p0--.jpg
"Julian Velvet Sofa, Gray, Gold Base","['accent chair', 'beige', 'Best', 'black', 'chair', 'chrome', 'contemporary', 'contemporary chair', 'cream', 'gold', 'gold base', 'grey', 'meridian', 'meridian furniture', 'modern', 'nailhead chair', 'navy', 'pink', 'sky blue', 'sofas', 'Sofas & Corner Sofas', 'stainless steel', 'transitional', 'tufted chair', 'velvet', 'velvet chair']",https://st.hzcdn.com/fimgs/e701502a0dbafe8b_4532-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/0ca166580dbafe9f_8415-w65-h65-b0-p0--.jpg
"Madison 10' Linen Sofa, Blanc, Extra Deep","['4 seater sofa', 'couch', 'custom made sofa', 'deep seat', 'handcrafted sofa', 'linen sofa', 'living room furniture', 'Made in USA', 'shelter arm sofa', 'single bench seat', 'slim arm sofa', 'sofa', 'upholstered sofa', 'white sofa']",https://st.hzcdn.com/fimgs/aa71181b0fc6bce2_0231-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/0c4117220fc6bce4_0231-w65-h65-b1-p0--.jpg
"Saturn Sofa, Sprite","['american made sofa', 'Apartment size sofa', 'choice of fabrics sofa', 'custom sofa', 'Hand Made Sofa', 'living room furniture', 'Made in Usa sofa']",https://st.hzcdn.com/fimgs/08d1a92a0f5fe3d2_6027-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/118123930f5fe3d3_8878-w65-h65-b1-p0--.jpg
"La Rosa Chesterfield Tufted Nailhead Sofa, Burgundy Velvet","['chair', 'chesterfield sofa', 'collection', 'couch', 'deep button tufted', 'living room', 'living room set', 'loveseat', 'mod', 'modern', 'nailheads', 'ottoman', 'polyester', 'rolling arms', 'satin', 'seating set', 'set', 'sofa', 'traditional', 'tufted', 'tufted sofa', 'Tuxedo Sofa', 'velvet', 'Victorian']",https://st.hzcdn.com/fimgs/72316c550d81264f_6812-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/d9e17bea0d812646_6812-w65-h65-b1-p0--.jpg
"Crosby 8' Linen Sofa, Blanc, Extra Deep","['3 seater sofa', 'bench seat', 'couch', 'custom made sofa', 'deep seat', 'handcrafted sofa', 'linen sofa', 'living room furniture', 'Made in USA', 'sloped arm sofa', 'sofa', 'upholstered sofa', 'white sofa']",https://st.hzcdn.com/fimgs/824181e80fc6c50d_2349-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/16b151660fc6c50e_2349-w65-h65-b1-p0--.jpg
"Leroy 7' Velvet Sofa, Alabaster, Extra Deep","['3 seater sofa', 'couch', 'custom made sofa', 'deep seat', 'handcrafted sofa', 'living room furniture', 'Made in USA', 'rolled arm sofa', 'seat cushion', 'sofa', 'upholstered sofa', 'velvet sofa', 'white sofa']",https://st.hzcdn.com/fimgs/a881549e0c34fb5f_9776-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/92f110810c34fb97_9776-w65-h65-b1-p0--.jpg
"Canal Sofa, Dark Gray","['fabric sofas', 'furniture', 'living room', 'sofas', 'wood']",https://st.hzcdn.com/fimgs/8f81942f0e828e76_5424-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/24a1c9fc0e828e78_5424-w65-h65-b1-p0--.jpg
"Maxx Sofa, Sapphire Birch, Whitewash, Aged Bronze Nailhead",[],https://st.hzcdn.com/fimgs/872193fe0cd48883_1987-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/caf11a710cc36a95_2682-w65-h65-b0-p0--.jpg
"Quinn Velvet Sofa With Custom Gold Steel Legs, Cream","['contemporary', 'contemporary design', 'elegant', 'furniture', 'gold steel legs', 'matching pillows included', 'modern', 'sofa', 'soft black velvet', 'upholstered', 'velvet']",https://st.hzcdn.com/fimgs/39512d700e856d0e_5687-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/6c719e700e856d18_5250-w65-h65-b0-p0--.jpg
Bradley Sofa,[],https://st.hzcdn.com/fimgs/e701b5890ce7eee5_6315-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/ade1a3e80ce7eee6_6315-w65-h65-b0-p0--.jpg
"Maurice 3-Seater Wood Frame Sofa, Charcoal, Gray, Black",[],https://st.hzcdn.com/fimgs/d7d1b6940f907978_2517-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/d0f169d80f907979_3793-w65-h65-b0-p0--.jpg
"Mid Century Modern Allen Tan Full Grain Leather Sofa 84""",[],https://st.hzcdn.com/fimgs/fa71ecb80f9f9c81_9424-w65-h65-b0-p0--.jpg,https://st.hzcdn.com/fimgs/6ad169f00f9f9c82_9424-w65-h65-b0-p0--.jpg
"Malcolm 3-Seater Sofa, Gray","['brass', 'bronze', 'brown', 'chrome', 'classic', 'coffee table', 'cream', 'Dark', 'dark brown', 'Dining', 'distressed', 'farm', 'gold', 'gray', 'grey', 'laf', 'living', 'metal', 'nailheads', 'ottoman', 'raf', 'rustic', 'rustique', 'sectional', 'silver', 'sofa', 'vintage']",https://st.hzcdn.com/fimgs/866173900b27ca5f_7453-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/a45166170b27ca60_7453-w65-h65-b1-p0--.jpg
"Wastacio Chesterfield Button Tufted Fabric 3 Seat Sofa, Navy Blue and Dark Brown",[],https://st.hzcdn.com/fimgs/f89148fe0f9084bf_2623-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/d58129da0f9084c1_3768-w65-h65-b0-p0--.jpg
"Oscar Leather Sofa, Pumice Top Grain Full Aniline","['leather sofa', 'mid-century modern sofa', 'modern sofa', 'oscar sofa', 'verona sofa']",https://st.hzcdn.com/fimgs/87a118a20d2e63c0_6949-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/7ad13a580d2e63c4_6949-w65-h65-b1-p0--.jpg
"Ritz Velvet Sofa, Gray","['comfortable', 'contemporary', 'curved contemporary design', 'gold metal legs', 'grey', 'grey velvet', 'luxurious', 'meridian furniture', 'modern', 'nice', 'Ritz', 'ritz grey velvet sofa', 'sofa', 'sturdy', 'velvet']",https://st.hzcdn.com/fimgs/2ad191320dd8004b_8581-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/835131ec0dd80056_8581-w65-h65-b0-p0--.jpg
Simmons Upholstery Boston Linen Sofa,"['Accent Pillows', 'bed', 'bonus room furniture', 'brown', 'coastal', 'colorful', 'comfortable', 'contemporary', 'couch', 'fabric', 'family room', 'firm', 'gray', 'living room furniture', 'Millennial', 'modern', 'neutral', 'pattern', 'soft', 'traditional', 'transitional', 'upholstered chair']",https://st.hzcdn.com/fimgs/8d015b5209e0d4ed_1232-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/e0b17c1409e0d4ee_1293-w65-h65-b0-p0--.jpg
