names,described as,image 1,image 2,url
Divani Casa Joseph Modern Orange Fabric Accent Chair,"['accent chair', 'metal', 'orange', 'upholstered', 'velour']",https://st.hzcdn.com/fimgs/9c5108170b48767c_1482-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/52b102b70b48767e_1482-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/divani-casa-joseph-modern-orange-fabric-accent-chair-prvw-vr~123299033
"Safavieh Clara Quilted Swivel Tub Chair, Emerald/Gold","['accent chairs', 'contemporary', 'modern']",https://st.hzcdn.com/fimgs/20d1aa350c92a142_5340-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/9b6182ad0c92a147_5340-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/safavieh-clara-quilted-swivel-tub-chair-emerald-gold-prvw-vr~139923351
"Booth Performance Velvet Swivel Armchair, White","['chair', 'Dining', 'Home', 'home d�cor', 'Home Interior', 'indoor', 'Outdoor', 'sofa']",https://st.hzcdn.com/fimgs/ffb1fa170e3dded1_4584-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/5921f7290e331305_4584-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/booth-performance-velvet-swivel-armchair-white-prvw-vr~154307015
"Montalto Pin-Tuck Lift Chair, Saville Brown","['brown', 'saville']",https://st.hzcdn.com/fimgs/f691c1a0079a2422_7713-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/fbf1ebce079a2427_7713-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/montalto-pin-tuck-lift-chair-saville-brown-prvw-vr~61514313
"Omax Decor Jane Lounge Accent Chair, Gold","['arm chair', 'armchairs', 'blue', 'comfortable chair', 'commercial', 'curry', 'gold', 'living room chair', 'lobby', 'lounge chair', 'mustard', 'oak', 'office chair', 'plush', 'residential', 'upholstered chair', 'velvet', 'waiting', 'walnut', 'wood']",https://st.hzcdn.com/fimgs/1641351d0f99fc20_8349-w65-h65-b0-p0--.jpg,https://st.hzcdn.com/fimgs/13c106380f99fc23_8349-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/omax-decor-jane-lounge-accent-chair-gold-prvw-vr~165942599
"Rosco Velvet Accent Chair, Charcoal","['charcoal chair', 'FOAM CHAIR', 'home accent', 'home decor', 'plywood frame chair', 'rc850acc', 'solid wood chair', 'Steve Silver', 'velvet fabric chair']",https://st.hzcdn.com/fimgs/2f017e750f283d65_3642-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/5051853d0f283d69_3642-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/rosco-velvet-accent-chair-charcoal-prvw-vr~162667363
"Lemele Velvet Dining Chairs, Set Of 2, Brown Sugar","['dining chairs', 'dining chairs with velvet upholstery', 'elegant dining chairs', 'upholstered dining chairs', 'velvet dining chairs']",https://st.hzcdn.com/fimgs/11d1261f0a4bd92f_7126-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/ede1671e0a2856ed_7126-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/lemele-velvet-dining-chairs-set-of-2-brown-sugar-prvw-vr~88767737
"Gianna Velvet Dining Chair, Gray, Gold Base","['accent chair', 'beige', 'Best', 'black', 'chair', 'contemporary', 'contemporary chair', 'cream', 'grey', 'meridian', 'meridian furniture', 'modern', 'nailhead chair', 'navy', 'pink', 'sky blue', 'transitional', 'tufted chair', 'velvet', 'velvet chair']",https://st.hzcdn.com/fimgs/fa11f12a0ae8ffb7_9596-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/bc613d340c917f7e_6769-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/gianna-velvet-dining-chair-gray-gold-base-prvw-vr~118265597
"Amy Swivel Accent Chair, Coastal Tan","['accent chairs', 'comfortable', 'comfy chair', 'furniture', 'living room chair', 'living room furniture', 'quality', 'seating', 'small chair', 'stylish', 'swivel chair', 'swivel glide', 'swivel glider recliner', 'swivels', 'turning chair', 'upholstered', 'upholstery']",https://st.hzcdn.com/fimgs/504198490e910009_1656-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/42d13a110e910040_1656-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/amy-swivel-accent-chair-coastal-tan-prvw-vr~157184367
"Omax Decor Zola Lounge Chair, Brown/Walnut","['accent chair', 'beige', 'blue', 'brown chair', 'comfortable chair', 'Danish', 'decor', 'fabric chair', 'gold', 'gray', 'green', 'grey', 'leather chair', 'living room chair', 'lounge chair', 'mid century chair', 'mint', 'mocha', 'modern', 'oak', 'orange', 'purple', 'Scandinavian', 'upholstered chair', 'velvet', 'velvet chair', 'walnut', 'wood chair', 'Z chair']",https://st.hzcdn.com/fimgs/fe2159ae0ba2f528_3035-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/4bc12e8d0ba2f52d_6254-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/omax-decor-zola-lounge-chair-brown-walnut-prvw-vr~128389483
"Heidi Velvet Dining Chairs, Set of 2, Pink","['accent chair', 'beige', 'Best', 'black', 'chair', 'contemporary', 'contemporary chair', 'cream', 'grey', 'meridian', 'meridian furniture', 'modern', 'nailhead chair', 'navy', 'pink', 'sky blue', 'transitional', 'tufted chair', 'velvet', 'velvet chair']",https://st.hzcdn.com/fimgs/038161420ae90040_2538-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/eed169200ae90044_2076-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/heidi-velvet-dining-chairs-set-of-2-pink-prvw-vr~118265633
"Aniline Leather Lounge Chair and Ottoman, Black, Base Palisander","['eames chair', 'eames inspired lounge chair', 'Eames Lounge Chair', 'eames lounge chair replica', 'eames lounge chair reproduction', 'Eames Replica', 'Eames Style Lounge Chair', 'herman miller eames lounge chair']",https://st.hzcdn.com/fimgs/22017fff0ef2282c_6337-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/659199710ef2282f_7180-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/aniline-leather-lounge-chair-and-ottoman-black-base-palisander-prvw-vr~161130099
"Xavier Velvet Dining Chair, Gray, Gold Legs","['black', 'chrome', 'chrome steel legs', 'comfortable', 'contemporary', 'contemporary design', 'dining chair', 'luxurious', 'meridian furniture', 'modern', 'nice', 'rich black velvet', 'sturdy', 'velvet', 'xavier', 'xavier black velvet dining chair']",https://st.hzcdn.com/fimgs/1c610f4f0dd70537_5851-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/d5c117280dd7053b_2877-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/xavier-velvet-dining-chair-gray-gold-legs-prvw-vr~151816327
"Frances Leather Craft Sofa, Dark Brown","['dark brown sofa', 'Leather Craft', 'leather sofa', 'momery form sofa', 'sofa', 'top grain leather sofa']",https://st.hzcdn.com/fimgs/21f1333007c720eb_6058-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/928112be07c720ec_7890-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/frances-leather-craft-sofa-dark-brown-prvw-vr~64760927
"Nikki Velvet Dining Chairs, Set of 2, Navy","['beautiful', 'Best', 'comfortable', 'contemporary', 'dining chairs', 'modern', 'set of Dining Chairs', 'transitional', 'transitional dining chair set', 'transitional dining chairs', 'tufted', 'velvet', 'velvet dining chair set', 'velvet dining chairs', 'wood', 'wooden dining chair set', 'wooden dining chairs']",https://st.hzcdn.com/fimgs/46e12cae0db1c272_7309-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/af81daab0db1c274_7403-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/nikki-velvet-dining-chairs-set-of-2-navy-prvw-vr~118265571
"Palermo White Sofa, Boucle","['3 seater', 'boucle fabric', 'boucle sofa', 'boucle sofas', 'contemporary sofas', 'cream sofas', 'fuzzy', 'fuzzy fabric', 'Modern sofas', 'sofa', 'sofas', 'sofas for 3', 'white sofas']",https://st.hzcdn.com/fimgs/a25128390e4dae54_6388-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/1e41e46d0e4dae50_6388-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/palermo-white-sofa-boucle-prvw-vr~155248380
"Clark Leather Sofa 100% Top Grain Genuine Leather, Aztec Sunrise","['leather', 'modern', 'Sofas & Corner Sofas', 'three seater leather']",https://st.hzcdn.com/fimgs/0eb132a00ed53c37_3333-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/78b180fa0ed65d4c_3333-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/clark-leather-sofa-100-top-grain-genuine-leather-aztec-sunrise-prvw-vr~159792751
"Karina Velvet Dining Chairs, Set of 2, Gray, Gold Base","['accent chair', 'beige', 'Best', 'black', 'chair', 'contemporary', 'contemporary chair', 'cream', 'grey', 'meridian', 'meridian furniture', 'modern', 'nailhead chair', 'navy', 'pink', 'sky blue', 'transitional', 'tufted chair', 'velvet', 'velvet chair']",https://st.hzcdn.com/fimgs/c201100b0ae8ffea_2176-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/df91051c0ae8ffec_2176-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/karina-velvet-dining-chairs-set-of-2-gray-gold-base-prvw-vr~118265649
"Akoya Velvet Dining Chair, Set of 2, Navy",['14021'],https://st.hzcdn.com/fimgs/20518daf0bac0ce1_8224-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/2eb1d4660bac0ce3_2661-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/akoya-velvet-dining-chair-set-of-2-navy-prvw-vr~126495992
"Maxx Sofa, Sapphire Birch, Whitewash, Aged Bronze Nailhead",[],https://st.hzcdn.com/fimgs/872193fe0cd48883_1987-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/caf11a710cc36a95_2682-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/maxx-sofa-sapphire-birch-whitewash-aged-bronze-nailhead-prvw-vr~142047742
Bradley Sofa,[],https://st.hzcdn.com/fimgs/e701b5890ce7eee5_6315-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/ade1a3e80ce7eee6_6315-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/bradley-sofa-prvw-vr~143334692
Eclipse Sofa White,"['contemporary', 'modern', 'sofa', 'stylish chic']",https://st.hzcdn.com/fimgs/0171b8d2088292fd_8241-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/74e1b86608829300_8241-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/eclipse-sofa-white-prvw-vr~83265745
"Guillaume Sofa, Performance Velvet, Chocolate Velvet","['Nailhead design', 'sofa', 'steamlined sofa', 'tufted sofa', 'tufted velvet sofa', 'velvet sofa']",https://st.hzcdn.com/fimgs/2561525707bf6243_6357-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/4d711b1d07b5ee2e_6357-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/guillaume-sofa-performance-velvet-chocolate-velvet-prvw-vr~63151585
Divani Casa Mathis Modern Grey Fabric Sofa,"['Double Seat Cushion', 'Fabric Sofa', 'grey', 'grey fabric', 'sofa', 'upholstery']",https://st.hzcdn.com/fimgs/69f1868b0eb5274d_4805-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/f181b5f80eb26714_4805-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/divani-casa-mathis-modern-grey-fabric-sofa-prvw-vr~155442898
"Ava Contemporary Sofa, Off-White Linen","['contemporary', 'couch', 'fabric', 'firm sofa', 'linen', 'linen fabric', 'modern', 'off-white', 'small sofa', 'sofa', 'white', 'white sofa']",https://st.hzcdn.com/fimgs/ea1182510b1ea79d_2778-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/4991b13a0b1ea79e_5654-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/ava-contemporary-sofa-off-white-linen-prvw-vr~88783456
"Serene Linen Down Filled Cloud Modular Sofa, Cream, 4-Seater","['cloud modular sofa', 'contemporary', 'elegant', 'furniture', 'modern', 'modular to create infinite configurations', 'overall height 35"" when back cushion fully upright', 'overstuffed down feather cushions for maximum comfort', 'soft cream durable linen fabric upholstery', 'upholstered', 'velvet']",https://st.hzcdn.com/fimgs/d16106bc0e853d3e_5733-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/7581e4770e853d4a_3065-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/serene-linen-down-filled-cloud-modular-sofa-cream-4-seater-prvw-vr~156823811
"Mackenzie Farmhouse Velvet Tufted Sofa, Purple Velvet","['Bedroom', 'Chic', 'classic style furniture', 'contemporary', 'den', 'design', 'elegant sofa', 'farmhouse', 'French country', 'furnishing', 'furniture', 'Home', 'home furnishing', 'interior', 'living room', 'living space', 'modern', 'modern sofa', 'office', 'purple', 'sleek design', 'sofa', 'velvet']",https://st.hzcdn.com/fimgs/25f1cd2f0d839dc2_0177-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/6171c4290d839dc2_6888-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/mackenzie-farmhouse-velvet-tufted-sofa-purple-velvet-prvw-vr~144671796
"Roll Arm Upholstered Sofa, Cambridge Blue Stripe","['accents', 'blue', 'contemporary', 'settees', 'transitional', 'upholstered']",https://st.hzcdn.com/fimgs/6eb11ede0c33ad2e_1487-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/853107bb0c33ad31_1487-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/roll-arm-upholstered-sofa-cambridge-blue-stripe-prvw-vr~135708355
"Sunpan 103642 Astrid Sofa, Antique Brass, Merlot Fabric",['sofas'],https://st.hzcdn.com/fimgs/faf1d3f60c8fddaa_3194-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/49e1f40f0c8fddac_3194-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/sunpan-103642-astrid-sofa-antique-brass-merlot-fabric-prvw-vr~150301794
"Madison 8' Linen Sofa, Blanc, Classic Depth","['3 seater sofa', 'couch', 'custom made sofa', 'handcrafted sofa', 'linen sofa', 'living room furniture', 'Made in USA', 'shelter arm sofa', 'single bench seat', 'slim arm sofa', 'sofa', 'upholstered sofa', 'white sofa']",https://st.hzcdn.com/fimgs/eba117e30fc6bcb6_0218-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/ec81de780fc6bcb9_0218-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/madison-8-linen-sofa-blanc-classic-depth-prvw-vr~127265999
"Presley Sofa, Vintage Leather, Camel With Hardwood Feet","['apartment sized', 'Bedroom', 'camel', 'contemporary decor', 'Dining', 'entry', 'foyer', 'hallway', 'hardwood', 'inexpensive', 'kids room', 'living', 'modern decor', 'natural wood', 'sofa', 'traditional', 'vintage leather']",https://st.hzcdn.com/fimgs/62814c750faf1294_0440-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/55315ff30faf1295_6579-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/presley-sofa-vintage-leather-camel-with-hardwood-feet-prvw-vr~150847305
Aubrey Sofa,[],https://st.hzcdn.com/fimgs/ffe1a0220ce7ef25_6342-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/e2b1869e0ce7ef26_6342-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/aubrey-sofa-prvw-vr~143334704
"Loma Traditional Button Tufted Fabric 3 Seater Sofa, Light Blush/Dark Brown",[],https://st.hzcdn.com/fimgs/c3c18b6e0f905de7_2964-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/d4c171630f905de8_3736-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/loma-traditional-button-tufted-fabric-3-seater-sofa-light-blush-dark-brown-prvw-vr~146963145
"Ken Velvet Tufted Sofa, Arctic Blue","['burgundy', 'den', 'Elegance', 'elegant', 'gray', 'grey', 'Home', 'home decor', 'jennifer', 'jennifer taylor', 'jennifer taylor home', 'ken', 'living room', 'lounge', 'office', 'red', 'room decor', 'sofa', 'upholstered', 'velvet']",https://st.hzcdn.com/fimgs/55d1b68d0d88ef3e_2298-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/e39144de0d88ef3c_2298-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/ken-velvet-tufted-sofa-arctic-blue-prvw-vr~65715961
"Wollo Full Leather Mid-Century Sofa, Pure White","['contemporary', 'Full Leather', 'leather', 'modern']",https://st.hzcdn.com/fimgs/55a17a6109b00d9c_9581-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/80c128ad09a70a25_9581-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/wollo-full-leather-mid-century-sofa-pure-white-prvw-vr~142928726
"Brenner Sofa, Light Gray",[],https://st.hzcdn.com/fimgs/fd91acb30bc0a4c0_6345-w65-h65-b1-p0--.jpg,https://cf-images.us-east-1.prod.boltdns.net/v1/jit/4186268161001/8ac714ee-ef64-476e-aa86-77c3b7988b83/main/300x300/48s576ms/match/image.jpg,https://www.houzz.com/products/brenner-sofa-light-gray-prvw-vr~130407716
"Stetson Skirted Sofa, Granite Gray Performance Fabric","['Accent Pillows', 'dark espresso finish', 'flared arms', 'granite gray', 'Hardwood Frame', 'kidney pillow', 'loose back cushions', 'polyester', 'single seat cushion', 'skirted', 'sofa', 'solid wood legs', 'stain resistant', 'upholstered']",https://st.hzcdn.com/fimgs/51f11fe90ced4aef_1785-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/ad61be550ced4af4_8028-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/stetson-skirted-sofa-granite-gray-performance-fabric-prvw-vr~143444032
"Suzanne Leather Craft Sofa, Ivory White","['ivory white sofa', 'Leather Craft', 'leather sofa', 'momery form sofa', 'sofa', 'top grain leather sofa']",https://st.hzcdn.com/fimgs/7a31733907c4c8ba_6075-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/2ef14dd807c4c8bb_4235-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/suzanne-leather-craft-sofa-ivory-white-prvw-vr~64458927
"Valour Performance Velvet Sofa, Cognac","['affordable', 'decor', 'dining set', 'free shipping', 'furniture', 'Home', 'home and decor', 'home furniture', 'Kitchen set', 'living room', 'living room set', 'modern furniture', 'sofas armchairs']",https://st.hzcdn.com/fimgs/d3513d060e331150_0564-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/b34198880e33114d_3560-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/valour-performance-velvet-sofa-cognac-prvw-vr~154306687
Townsend Sofa,[],https://st.hzcdn.com/fimgs/5e8103e40ce7eedf_6301-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/81c12b630ce7eee0_6301-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/townsend-sofa-prvw-vr~143334739
"Modern Wooden Platform Bed, Maple, Queen","['bed', 'beds', 'contemporary platform', 'full size platform', 'king size platform', 'modern platform', 'platform bed', 'queen size platform', 'twin size bed', 'twin size wooden bed', 'twin xl bed', 'twin xl beds', 'twinxl', 'wood platform bed', 'wooden platform']",https://st.hzcdn.com/fimgs/80019ff00e987470_0717-w65-h65-b0-p0--.jpg,https://st.hzcdn.com/fimgs/a06108070e98746d_0717-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/modern-wooden-platform-bed-maple-queen-prvw-vr~91139543
Zara Channel Tufted Velvet Bed With Custom Gold Legs,"['contemporary', 'deep detailed channel tufting', 'elegant', 'furniture', 'gold legs with ball design', 'modern', 'rich cream velvet', 'twin bed', 'upholstered', 'velvet']",https://st.hzcdn.com/fimgs/a0d194d70e857c44_5672-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/a5e1bd4a0e857c4a_5719-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/zara-channel-tufted-velvet-bed-with-custom-gold-legs-prvw-vr~156823530
"Traditional Velvet Upholstered Chesterfield Sofa With Accent Pillows, Black","['couch', 'couches and sofas', 'furniture', 'home decor', 'home decorations for living room', 'living room decor', 'living room furniture', 'mid century furniture', 'Mid Century Modern Furniture', 'midcentury modern', 'sectionals', 'sofa', 'velvet sofa', 'velvet sofa beige', 'velvet sofa cover', 'velvet sofa for sale', 'velvet sofa purple', 'velvet sofas and couches']",https://st.hzcdn.com/fimgs/17612aec0e3b2327_9077-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/e2815e8d0e3b2328_7441-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/traditional-velvet-upholstered-chesterfield-sofa-with-accent-pillows-black-prvw-vr~118239920
"Lily Velvet Bed, Navy, King","['comfortable', 'contemporary', 'deep channel tufting', 'gold steel legs', 'king bed', 'lily', 'lily navy velvet king bed', 'luxurious', 'meridian furniture', 'modern', 'navy', 'nice', 'rich navy velvet', 'sturdy', 'velvet']",https://st.hzcdn.com/fimgs/7a81db880dd80129_8760-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/bfa100dc0dd8012d_8760-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/lily-velvet-bed-navy-king-prvw-vr~151850805
"Contemporary Upholstered Bed, Brown, Full, Material: Faux Leather","['bed', 'Bedroom', 'brown']",https://st.hzcdn.com/fimgs/73f1ddfa09f7662a_9249-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/2621ec4209f76627_6791-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/contemporary-upholstered-bed-brown-full-material-faux-leather-prvw-vr~105573848
La Grange Fayette King Upholstered Bed,[],https://st.hzcdn.com/fimgs/5ca1c8820e854d98_5245-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/5cf1e3b20e854da0_6952-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/la-grange-fayette-king-upholstered-bed-prvw-vr~156817124
"Valentina Upholstered Linen Blend Wingback Platform Bed, Gray, California King","['fabric bed', 'high profile bed', 'Linen Blend Bed', 'platform bed', 'upholstered bed', 'wingback beds']",https://st.hzcdn.com/fimgs/b601803c0d0d2f5c_8511-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/65119cd00d0d2f5d_6119-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/valentina-upholstered-linen-blend-wingback-platform-bed-gray-california-king-prvw-vr~114352479
"Picket House Furnishings Emery Upholstered Platform Bed, Teal, Full","['accent', 'bed', 'Bedroom', 'contemporary', 'eucalyptus', 'fabric', 'midcentury', 'modern', 'nailhead', 'platform', 'upholstered', 'wood']",https://st.hzcdn.com/fimgs/4db19bc6094aa19a_3412-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/1f61a846094aa19d_3412-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/picket-house-furnishings-emery-upholstered-platform-bed-teal-full-prvw-vr~95582727
"Cruz Velvet Bed, Gray, Queen","['black', 'comfortable', 'contemporary', 'contemporary design', 'Cruz', 'cruz black velvet full bed', 'full bed', 'gold and chrome legs included with each bed', 'luxurious', 'luxurious black velvet', 'meridian furniture', 'modern', 'nice', 'sturdy', 'velvet']",https://st.hzcdn.com/fimgs/eb5167d10dd800fc_5552-w65-h65-b0-p0--.jpg,https://st.hzcdn.com/fimgs/e02138300ddd9701_5552-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/cruz-velvet-bed-gray-queen-prvw-vr~151850673
Engage Top-Grain Leather Living Room Lounge Sofa Tan,"['affordable', 'affordable furniture', 'chair', 'decor', 'decor ideas', 'Dining', 'free shipping', 'furniture', 'high quality', 'Home', 'home decor', 'home d�cor', 'home improvement', 'Home Interior', 'indoor', 'modern furniture', 'Outdoor', 'sofa', 'sofasarmchairs', 'swell']",https://st.hzcdn.com/fimgs/e971858e0ee0e567_2160-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/bb21c9d70ee0e569_2160-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/engage-top-grain-leather-living-room-lounge-sofa-tan-prvw-vr~150465352
"Hope Contemporary Sofa, Genuine Dove Gray Leather With Black Metal Legs","['contemporary', 'couch', 'couches', 'dove', 'furniture', 'genuine leather', 'gray', 'legs', 'living room furniture', 'metal', 'modern', 'settee', 'sofa', 'sofas']",https://st.hzcdn.com/fimgs/cd71a8890a58ce7d_3337-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/f371a1180a58ce7e_9471-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/hope-contemporary-sofa-genuine-dove-gray-leather-with-black-metal-legs-prvw-vr~110253205
"McArthur Upholstered Bed Set, Bronze Finish, Bed Frame Not Included, Queen",[],https://st.hzcdn.com/fimgs/a9f158d109274609_4304-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/33116bfb09272892_4304-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/mcarthur-upholstered-bed-set-bronze-finish-bed-frame-not-included-queen-prvw-vr~93937986
"Melanie Full Tufted Button Upholstered Velvet Platform Bed, Sea Blue","['accent table', 'bar stool', 'bed', 'chandelier', 'coffeetable', 'counter stool', 'dining chair', 'dining set', 'dining table', 'faux leather chair', 'foam bed', 'full beds', 'headboard', 'home accent', 'home decor', 'lounge chair', 'mdf bed', 'mod-5819-sea', 'modway', 'office chair', 'patio chair', 'patio dining set', 'pendant light', 'sea blue bed', 'side chair', 'sofa set', 'tv stand', 'wall sconce', 'wood bed', 'wood dining table']",https://st.hzcdn.com/fimgs/0da1ea4d0ce6cf40_0743-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/c7c1d6700ce6cf3d_4830-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/melanie-full-tufted-button-upholstered-velvet-platform-bed-sea-blue-prvw-vr~143308334
"Anya Queen Upholstered Fabric Bed, Gray","['affordable', 'assembly required', 'chair', 'Dining', 'free shipping', 'furniture', 'Home', 'home d�cor', 'Home Interior', 'indoor', 'modern furniture', 'non-marking foot caps', 'Outdoor', 'padded sturdy plywood base', 'platform bed frame with headboard', 'slatted poplar wood support system', 'sofa', 'upholstered in polyester fabric', 'weight capacity up to 1300 lbs']",https://st.hzcdn.com/fimgs/7b3191e00c3682ab_7432-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/9a91ae8a0c3682a8_7432-w65-h65-b0-p0--.jpg,https://www.houzz.com/products/anya-queen-upholstered-fabric-bed-gray-prvw-vr~99129529
"Potrero Panel Bed, Queen","['antique white queen bed', 'bedroom furniture', 'Queen Panel Bed', 'Wood Queen Bed']",https://st.hzcdn.com/fimgs/7fa1b9e70d5566d3_0476-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/ed7175820d5566d4_0476-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/potrero-panel-bed-queen-prvw-vr~141613752
Avoca Reclaimed Pine Eastern King Bed by Kosas Home,"['mid century bedroom', 'modern bed', 'modern bedroom', 'slat bed', 'transitional bedroom', 'wood bed']",https://st.hzcdn.com/fimgs/cc0197250c6595eb_6504-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/d4e18beb0c6595ef_6504-w65-h65-b1-p0--.jpg,https://www.houzz.com/products/avoca-reclaimed-pine-eastern-king-bed-by-kosas-home-prvw-vr~138055848
